id,title,content,year,cited_by_count,keywords,children
https://openalex.org/W2068737686,Automatic acquisition of hyponyms from large text corpora,"Automatic acquisition of hyponyms from large text corpora

We describe a method for the automatic acquisition of hyponymy lexical relation from unrestricted text. Two goals motivate approach: (i) avoidance need pre-encoded knowledge and (ii) applicability across wide range identify set lexico-syntactic patterns that are easily recognizable, occur frequently text genre boundaries, indisputably indicate interest. discovering these suggest other relations will also be acquirable in this way. A subset algorithm is implemented results used to augment critique structure large hand-built thesaurus. Extensions applications areas such as information retrieval suggested.

pattern recognition, computer science, linguistics, computational linguistics, automatic classification, information fusion, semantic evaluation, terminology extraction, data science, machine translation, keyword extraction, large text corpora, machine learning research, terminology management, text mining, natural language processing, information extraction, automatic acquisition, knowledge discovery, corpus linguistics",1992,3274,pattern recognition|computer science|linguistics|computational linguistics|automatic classification|information fusion|semantic evaluation|terminology extraction|data science|machine translation|keyword extraction|large text corpora|machine learning research|terminology management|text mining|natural language processing|information extraction|automatic acquisition|knowledge discovery|corpus linguistics,
https://openalex.org/W2117331532,In Other Words: A Coursebook on Translation,"In Other Words: A Coursebook on Translation

In Other Words is the definitive coursebook for students studying translation. Assuming knowledge of foreign languages, it offers practical and theoretical guidance translation studies, provides an important foundation training professional translators.

speech translation, specialized translation, multimodal translation, comparative literature, machine translation, translation studies",1992,889,speech translation|specialized translation|multimodal translation|comparative literature|machine translation|translation studies,https://openalex.org/W1481560182|https://openalex.org/W2167645056
https://openalex.org/W1644866298,An Introduction to Machine Translation,"An Introduction to Machine Translation

General introduction and brief history linguistic background computational aspects basic strategies analysis problems of transfer interlingua generation the practical use MT systems evaluation Systran SUSY Meteo (TAUM) Ariane (GETA) Eurotra METAL Rosetta DLT some other directions research.

computer science, natural language processing, neural machine translation, computational linguistics, multimodal translation, machine translation, translation studies",1992,759,computer science|natural language processing|neural machine translation|computational linguistics|multimodal translation|machine translation|translation studies,https://openalex.org/W2203653769|https://openalex.org/W1615927100|https://openalex.org/W1481560182|https://openalex.org/W2057235967|https://openalex.org/W3082760180
https://openalex.org/W2060498389,The CLP( ℛ ) language and system,"The CLP( ℛ ) language and system

The CLP( ℛ ) programming language is defined, its underlying philosophy and methodology are discussed, important implementation issues explored in detail, finally, a prototype interpreter described. designed to be an instance of the Constraint Logic Programming Scheme, family rule-based constraint languages defined by Jaffar Lassez. domain computation this particular algebraic structure consisting uninterpreted functors over real numbers. An property )is that constraints treated uniformly sense they used specify input parameters program, only primitives execution describe output program. Implementation CLP language, particular, raises new problems design constraint-solver. For example, solver must incremental solving additional not entail resolving old constraints. In our system, filtered through inference engine, engine/solver interface, equation inequality solver. This sequence modules reflects classification prioritization classes Modules higher priority isolated from complexities lower multiple-phase constraints, together with set associated algorithms, gives rise practical system.

applied linguistics, computer science, linguistics, structural linguistics, natural language processing, language, general linguistics, syntax, abstract interpretation, extensible language, programming language implementation, programming language theory, computational linguistics, programming language, specification language, machine translation, logic in computer science, context (linguistics)",1992,530,applied linguistics|computer science|linguistics|structural linguistics|natural language processing|language|general linguistics|syntax|abstract interpretation|extensible language|programming language implementation|programming language theory|computational linguistics|programming language|specification language|machine translation|logic in computer science|context (linguistics),
https://openalex.org/W1923492477,Translation as Text,"Translation as Text

Getting Started There and Then Versus Here Now Resistances Defences Establishing the Therapeutic Relationship Themes Links Roles Problem Behaviours Conflicts Expressive Techniques Some Tried True Exercises.

linguistics, text normalization, machine translation, language, translation studies",1992,203,linguistics|text normalization|machine translation|language|translation studies,
https://openalex.org/W2058335193,Learning translation templates from bilingual text,"Learning translation templates from bilingual text

This paper proposes a two-phase example-based machine translation methodology which develops templates from examples and then translates using template matching. method improves quality facilitates customization of systems. focuses on the automatic learning templates. A is bilingual pair sentences in corresponding units (words pharases) are coupled replaced with variables. Correspondence between determined by suing dictionary analyzing syntactic structure sentences. Syntactic ambiguity correspondence simultaneously resolved. All generated corpus grouped their source language part, further refined to resolved conflicts among whose parts same but target different. By proposed method, not only transfer rules also knowledge for lexical selection effectively extracted corpus.

bilingual text, language, machine translation, translation studies, translation templates",1992,167,bilingual text|language|machine translation|translation studies|translation templates,
https://openalex.org/W1578472035,Machine Translation: A Knowledge-Based Approach,"Machine Translation: A Knowledge-Based Approach

From the Publisher:
This is first book devoted exclusively to knowledge-based machine translation. While most approaches translation for natural languages seek ways translate source language texts into target without full understanding of text, based on extracting and representing meaning text. It scientifically challenging approach task translation, significant progress has been achieved within it in recent years.

The authors introduce general paradigm MT, survey major developments, compare with other present a paradigmatic view its component processes-natural analysis, generation, text representation, ontological modeling, etc. Special chapters are machine-aided speech challenges solutions knowledge representation. Based these analyses, as well review trends discuss interesting directions future research development.

This will be interest researchers advanced students processing, computational linguistics, artificial intelligence, even some philosophers theoretical linguists.

artificial intelligence, knowledge representation and reasoning, information technology, knowledge-based system, natural language processing, language model, language, knowledge modeling, knowledge-based reasoning, neural machine translation, knowledge integration, knowledge discovery, knowledge extraction, machine translation, translation studies, knowledge management",1992,130,artificial intelligence|knowledge representation and reasoning|information technology|knowledge-based system|natural language processing|language model|language|knowledge modeling|knowledge-based reasoning|neural machine translation|knowledge integration|knowledge discovery|knowledge extraction|machine translation|translation studies|knowledge management,https://openalex.org/W2203653769
https://openalex.org/W2088135026,What can machines know?,"What can machines know?

article Free Access Share on What can machines know?: On the properties of knowledge in distributed systems Authors: Ronald Fagin View Profile , Joseph Y. Halpern Moshe Vardi Authors Info & Claims Journal ACMVolume 39Issue 2April 1992 pp 328–376https://doi.org/10.1145/128749.150945Published:01 April 1992Publication History 88citation764DownloadsMetricsTotal Citations88Total Downloads764Last 12 Months47Last 6 weeks9 Get Citation AlertsNew Alert added!This alert has been successfully added and will be sent to:You notified whenever a record that you have chosen cited.To manage your preferences, click button below.Manage my Alerts New Alert!Please log to account Save BinderSave BinderCreate BinderNameCancelCreateExport CitationPublisher SiteeReaderPDF

computer science, artificial intelligence, machine vision, machine to machine, machine learning, automated reasoning, computational intelligence, deep learning, machine learning research, machine translation, neural network (machine learning), machine intelligence, physic aware machine learning, machine perception",1992,128,computer science|artificial intelligence|machine vision|machine to machine|machine learning|automated reasoning|computational intelligence|deep learning|machine learning research|machine translation|neural network (machine learning)|machine intelligence|physic aware machine learning|machine perception,
https://openalex.org/W1856106381,Translation of an Instrument,"Translation of an Instrument

ABSTRACT. Translation of a research instrument questionnaire from English to another language is analyzed in relation principles involved, procedures followed, and problems confronted by nurse researchers the US–Nordic Family Dynamics Nursing Research Project. Of paramount importance translation are equivalency, congruent value orientation, careful use colloquialisms. It important recognize that copyright guidelines apply an instrument. Approaches solving discussed.

specialized translation, speech translation, machine translation, music, translation studies, instrumentation",1992,109,specialized translation|speech translation|machine translation|music|translation studies|instrumentation,https://openalex.org/W1926644249
https://openalex.org/W2007972469,A fast algorithm for the generation of referring expressions,"A fast algorithm for the generation of referring expressions

We simplify previous work in the development of algorithms for generation referring expressions while at same time taking account psycholinguistic findings and transcript data. The result is a straightforward algorithm that computationally tractable, sensitive to preferences human users, reasonably domain-independent. provide specification resources host system must order make use algorithm, describe an implementation used IDAS system.

text mining, linguistics, semantics, language model, computational linguistics, adaptive algorithm, fast algorithm, natural language processing, machine learning research, machine translation, algorithmic development, computer science, treebanks, terminology extraction, sequential algorithm, applied mathematics, natural language generation",1992,100,text mining|linguistics|semantics|language model|computational linguistics|adaptive algorithm|fast algorithm|natural language processing|machine learning research|machine translation|algorithmic development|computer science|treebanks|terminology extraction|sequential algorithm|applied mathematics|natural language generation,https://openalex.org/W2125447031
